pair_key,in_reference,in_dataset,reference_magnitude,dataset_magnitude
nerve|tumor|CALM3|CACNA1C,True,True,0.7117359,0.8249391
nerve|tumor|CALM3|EGFR,True,True,0.79439515,0.9280173
nerve|tumor|CALM3|INSR,True,True,0.65638167,0.8437774
nerve|tumor|CALM3|KCNQ5,True,True,0.6610053,0.81426793
nerve|tumor|CALM3|PDE1C,True,True,0.6979939,0.82526654
nerve|tumor|CALR|ITGA3,True,True,0.6396324,0.7946895
nerve|tumor|CALR|ITGAV,True,True,0.7629376,0.88930935
nerve|tumor|CALR|LRP1,True,True,0.76459956,0.89302325
nerve|tumor|CD47|SIRPA,True,True,0.67078155,0.8086813
nerve|tumor|CD55|ADGRE5,True,True,0.5488886,0.6809361
nerve|tumor|CDH1|CDH2,True,True,0.7720161,0.8194463
nerve|tumor|CDH1|EGFR,True,True,0.80139196,0.8614004
nerve|tumor|CDH1|IGF1R,True,True,0.725356,0.73634136
nerve|tumor|CDH1|PTPRF,True,True,0.5759707,0.70189035
nerve|tumor|CNTN1|NOTCH1,True,True,0.78599244,0.8597753
nerve|tumor|CNTN1|NOTCH2,True,True,0.810356,0.85261226
nerve|tumor|CNTN1|NRCAM,True,True,0.9132519,0.9309398
nerve|tumor|CNTN1|PTPRZ1,True,True,0.92339563,0.9497455
nerve|tumor|CNTN2|CNTN1,True,True,0.79818076,0.8748346
nerve|tumor|CNTN2|NRCAM,True,True,0.8998667,0.9309218
nerve|tumor|CNTN2|NRP1,True,True,0.7962654,0.843154
nerve|tumor|CNTN3|PTPRG,True,True,0.865572,0.8302089
nerve|tumor|CNTN4|APLP1,True,True,0.73312426,0.8191129
nerve|tumor|CNTN4|PTPRG,True,True,0.8960346,0.8658866
nerve|tumor|COL18A1|GPC1,True,True,0.6765068,0.8574928
nerve|tumor|COL18A1|ITGA3,True,True,0.71307355,0.7774934
nerve|tumor|COL18A1|PTPRS,True,True,0.8063639,0.8759516
nerve|tumor|COL1A2|CD44,True,True,0.752501,0.7986539
nerve|tumor|COL1A2|ITGA3_ITGB1,True,True,0.6588103,0.65154684
nerve|tumor|COL1A2|ITGAV_ITGB8,True,True,0.77783275,0.7951288
nerve|tumor|COL4A2|CD44,True,True,0.7812551,0.7639966
nerve|tumor|COL4A2|ITGA3_ITGB1,True,True,0.6940234,0.60411954
nerve|tumor|COL4A2|ITGAV_ITGB8,True,True,0.80440885,0.760047
nerve|tumor|COL4A5|CD44,True,True,0.84206533,0.9082381
nerve|tumor|COL4A5|CD47,True,True,0.7987395,0.8939821
nerve|tumor|COL4A5|ITGA3_ITGB1,True,True,0.77200675,0.82350135
nerve|tumor|COL4A5|ITGAV_ITGB8,True,True,0.8599363,0.9064067
nerve|tumor|COL5A1|SDC3,True,True,0.6550975,0.7004468
nerve|tumor|COL5A3|SDC3,True,True,0.661555,0.71113867
nerve|tumor|COL6A1|CD44,True,True,0.7371047,0.82710963
nerve|tumor|COL6A1|ITGA3_ITGB1,True,True,0.6403712,0.6927957
nerve|tumor|COL6A1|ITGA6,True,True,0.5628827,0.6885112
nerve|tumor|COL6A1|ITGAV_ITGB8,True,True,0.7635171,0.8239729
nerve|tumor|COL6A2|CD44,True,True,0.748321,0.8161993
nerve|tumor|COL6A2|ITGA3_ITGB1,True,True,0.65377605,0.67672235
nerve|tumor|COL6A2|ITGAV_ITGB8,True,True,0.77395207,0.8129095
nerve|tumor|COL9A1|CD44,True,True,0.7185563,0.8544819
nerve|tumor|COL9A1|ITGA3_ITGB1,True,True,0.61852986,0.7346097
nerve|tumor|COL9A1|ITGAV_ITGB8,True,True,0.7461905,0.8517528
nerve|tumor|COL9A2|CD44,True,True,0.6764807,0.82775986
nerve|tumor|COL9A2|ITGA3_ITGB1,True,True,0.57043993,0.6937641
nerve|tumor|COL9A2|ITGAV_ITGB8,True,True,0.70655906,0.82463247
nerve|tumor|COL9A3|CD44,True,True,0.7179344,0.84158784
nerve|tumor|COL9A3|ITGA3_ITGB1,True,True,0.6178045,0.7146411
nerve|tumor|COL9A3|ITGAV_ITGB8,True,True,0.74560803,0.83866256
nerve|tumor|CSF1|SIRPA,True,True,0.49896726,0.6689793
nerve|tumor|CSPG4|ITGA3_ITGB1,True,True,0.61830777,0.5616889
nerve|tumor|CTHRC1|FZD3,True,True,0.68633324,0.76066166
nerve|tumor|DLL1|NOTCH1,True,True,0.6506154,0.6811269
nerve|tumor|DLL1|NOTCH2,True,True,0.6841987,0.668358
nerve|tumor|DLL3|NOTCH1,True,True,0.64040285,0.73153347
nerve|tumor|DLL3|NOTCH2,True,True,0.6744766,0.7199532
nerve|tumor|DSCAM|DCC,True,True,0.9007761,0.90169376
nerve|tumor|EDIL3|ITGAV,True,True,0.885151,0.9220569
nerve|tumor|EFNA1|EPHA4,True,True,0.644767,0.80086887
nerve|tumor|EFNA1|EPHB1,True,True,0.6183699,0.7977911
nerve|tumor|EFNA5|EPHA4,True,True,0.84392816,0.7976228
nerve|tumor|EFNA5|EPHB1,True,True,0.82839155,0.7945077
nerve|tumor|EFNA5|EPHB2,True,True,0.7954627,0.7644078
nerve|tumor|EFNB2|EPHA4,True,True,0.6441127,0.665137
nerve|tumor|EFNB2|EPHB1,True,True,0.61769575,0.6608497
nerve|tumor|EFNB2|EPHB2,True,True,0.5655413,0.6205228
nerve|tumor|FABP5|RXRA,True,True,0.45739195,0.7845218
nerve|tumor|FAM3C|LIFR,True,True,0.7953574,0.76969635
nerve|tumor|FARP2|PLXNA1,True,True,0.69116116,0.7377993
nerve|tumor|FARP2|PLXNA2,True,True,0.7555856,0.7979541
nerve|tumor|FARP2|PLXNA3,True,True,0.67996585,0.77647436
nerve|tumor|FARP2|PLXNA4,True,True,0.7811601,0.83168906
nerve|tumor|FBN1|ITGB1,True,True,0.7637675,0.85173404
nerve|tumor|FGF12|FGFR1,True,True,0.84425575,0.898183
nerve|tumor|FGF13|EGFR,True,True,0.88184774,0.8510921
nerve|tumor|FGF13|FGFR1,True,True,0.7806038,0.7303575
nerve|tumor|FGF13|SCN8A,True,True,0.79706174,0.6596876
nerve|tumor|FGF14|FGFR1,True,True,0.85265875,0.90550804
nerve|tumor|FGF1|CD44,True,True,0.7850196,0.85408896
nerve|tumor|FGF1|EGFR,True,True,0.8620392,0.9056362
nerve|tumor|FGF1|FGFR1,True,True,0.74865913,0.8197604
nerve|tumor|FGF1|NRP1,True,True,0.7421185,0.7724385
nerve|tumor|FGF2|FGFR1,True,True,0.7211307,0.66129345
nerve|tumor|FGF2|NRP1,True,True,0.71414727,0.59302145
nerve|tumor|FGF2|SDC2,True,True,0.6310802,0.58110136
nerve|tumor|FGF2|SDC3,True,True,0.6899067,0.65994054
nerve|tumor|FN1|CD44,True,True,0.7766483,0.86685634
nerve|tumor|FN1|ITGA3_ITGB1,True,True,0.68831235,0.75424594
nerve|tumor|FN1|ITGA6,True,True,0.6149423,0.75050986
nerve|tumor|FN1|ITGAV_ITGB1,True,True,0.7241789,0.8380177
nerve|tumor|FN1|ITGAV_ITGB8,True,True,0.8001649,0.8643225
nerve|tumor|FN1|NT5E,True,True,0.5946056,0.7410139
nerve|tumor|FN1|SDC2,True,True,0.6523371,0.78234154
nerve|tumor|FSTL5|CHL1,True,True,0.8713152,0.81758183
nerve|tumor|GDF11|ANTXR1,True,True,0.62646234,0.65156716
nerve|tumor|GDF11|BMPR1A,True,True,0.6632851,0.6445307
nerve|tumor|GDF11|BMPR1B,True,True,0.6613896,0.6387679
nerve|tumor|GNAI2|ADCY1,True,True,0.6478558,0.77431303
nerve|tumor|GNAI2|ADCY9,True,True,0.70588607,0.79938257
nerve|tumor|GNAI2|ADORA1,True,True,0.5851555,0.7609686
nerve|tumor|GNAI2|CAV1,True,True,0.5206772,0.83589184
nerve|tumor|GNAI2|CNR1,True,True,0.6891622,0.82198197
nerve|tumor|GNAI2|EDNRB,True,True,0.5846326,0.81788975
nerve|tumor|GNAI2|EGFR,True,True,0.82390165,0.9227502
nerve|tumor|GNAI2|F2R,True,True,0.5379106,0.776759
nerve|tumor|GNAI2|IGF1R,True,True,0.7538363,0.8429552
nerve|tumor|GNAS|ADCY1,True,True,0.7586496,0.8115366
nerve|tumor|GNAS|ADCY9,True,True,0.80394715,0.8333612
nerve|tumor|GNAS|ADORA1,True,True,0.7067469,0.79982424
nerve|tumor|GPI|AMFR,True,True,0.6891473,0.73259115
nerve|tumor|GRN|EGFR,True,True,0.7720623,0.90785444
nerve|tumor|GSTP1|EGFR,True,True,0.80858177,0.93806636
nerve|tumor|HAS2|CD44,True,True,0.77785736,0.8322898
nerve|tumor|HLA-A|APLP2,True,True,0.79296154,0.9259349
nerve|tumor|ICAM1|CAV1,True,True,0.53384686,0.7263677
nerve|tumor|ICAM1|EGFR,True,True,0.8314372,0.86159635
nerve|tumor|IL1RAPL1|PTPRD,True,True,0.8941428,0.93295294
nerve|tumor|IL1RAPL1|PTPRF,True,True,0.81388986,0.90101403
nerve|tumor|IL1RAPL1|PTPRS,True,True,0.88985664,0.93315655
nerve|tumor|ITGAV|THY1,True,True,0.7273027,0.8288456
nerve|tumor|JAG1|NOTCH1,True,True,0.6879572,0.64140373
nerve|tumor|JAG1|NOTCH2,True,True,0.71949863,0.6279131
nerve|tumor|JAM2|ITGA3_ITGB1,True,True,0.6539259,0.5671604
nerve|tumor|JAM3|ITGB1,True,True,0.782675,0.86046726
nerve|tumor|LAMA2|CD44,True,True,0.8289416,0.86570424
nerve|tumor|LAMA2|DAG1,True,True,0.7523816,0.81349355
nerve|tumor|LAMA2|ITGA3_ITGB1,True,True,0.7547569,0.7523977
nerve|tumor|LAMA2|ITGA6_ITGB1,True,True,0.689983,0.7486429
nerve|tumor|LAMA2|ITGA7_ITGB1,True,True,0.7853618,0.82028365
nerve|tumor|LAMA2|ITGAV_ITGB8,True,True,0.84802955,0.8631519
nerve|tumor|LAMA2|RPSA,True,True,0.7470046,0.9118577
nerve|tumor|LAMA4|CD44,True,True,0.78218764,0.8560083
nerve|tumor|LAMA4|DAG1,True,True,0.6924655,0.8008951
nerve|tumor|LAMA4|ITGA3_ITGB1,True,True,0.6951827,0.7370065
nerve|tumor|LAMA4|ITGA6_ITGB1,True,True,0.62254304,0.733101
nerve|tumor|LAMA4|ITGA7_ITGB1,True,True,0.7305682,0.8080356
nerve|tumor|LAMA4|ITGAV_ITGB8,True,True,0.8052673,0.8533029
nerve|tumor|LAMB1|CD44,True,True,0.73191005,0.7558698
nerve|tumor|LAMB1|DAG1,True,True,0.63124126,0.6768955
nerve|tumor|LAMB1|ITGA3_ITGB1,True,True,0.6342136,0.5934172
nerve|tumor|LAMB1|ITGA6_ITGB1,True,True,0.5563177,0.5885699
nerve|tumor|LAMB1|ITGA7_ITGB1,True,True,0.6733512,0.6867436
nerve|tumor|LAMB1|ITGAV_ITGB8,True,True,0.7586734,0.7518284
nerve|tumor|LAMC1|CD44,True,True,0.8152006,0.8087837
nerve|tumor|LAMC1|DAG1,True,True,0.73446065,0.74106294
nerve|tumor|LAMC1|ITGA3_ITGB1,True,True,0.73694783,0.66598237
nerve|tumor|LAMC1|ITGA6_ITGB1,True,True,0.66952974,0.66150665
nerve|tumor|LAMC1|ITGA7_ITGB1,True,True,0.7690953,0.7496785
nerve|tumor|LAMC1|ITGAV_ITGB8,True,True,0.8355177,0.8053928
nerve|tumor|LGALS1|ITGB1,True,True,0.6630322,0.88910645
nerve|tumor|LGALS3BP|ITGB1,True,True,0.66642517,0.88625145
nerve|tumor|LGALS8|ITGA3,True,True,0.5823533,0.5935118
nerve|tumor|LGI3|ADAM22,True,True,0.68002445,0.8051745
nerve|tumor|LGI3|ADAM23,True,True,0.67536217,0.81448495
nerve|tumor|LGI3|FLOT1,True,True,0.6075776,0.8524275
nerve|tumor|LGI4|ADAM22,True,True,0.7009542,0.78693795
nerve|tumor|LGI4|ADAM23,True,True,0.6964607,0.79690003
nerve|tumor|LMAN1|MCFD2,True,True,0.55647576,0.76340556
nerve|tumor|LPL|CD44,True,True,0.7237443,0.80569476
nerve|tumor|LPL|LRP1,True,True,0.7527638,0.8082674
nerve|tumor|LRIG1|EGFR,True,True,0.89002293,0.9047293
nerve|tumor|LRIG2|EGFR,True,True,0.84229565,0.8928872
nerve|tumor|LRPAP1|LRP1,True,True,0.68338656,0.84915733
nerve|tumor|LRPAP1|SORT1,True,True,0.6494562,0.8096696
nerve|tumor|LRRC4B|PTPRF,True,True,0.64474833,0.74006003
nerve|tumor|LRRC4B|PTPRS,True,True,0.7702679,0.813658
nerve|tumor|MAML2|NOTCH1,True,True,0.8215498,0.88272876
nerve|tumor|MAML2|NOTCH2,True,True,0.8426757,0.87656987
nerve|tumor|MDK|ITGA6_ITGB1,True,True,0.5427261,0.75161636
nerve|tumor|MDK|LRP1,True,True,0.75020826,0.8694244
nerve|tumor|MDK|NOTCH2,True,True,0.6552564,0.8033759
nerve|tumor|MDK|PTPRZ1,True,True,0.84281236,0.93030506
nerve|tumor|MDK|SDC2,True,True,0.5823712,0.7833476
nerve|tumor|MDK|SDC3,True,True,0.6445905,0.8349351
nerve|tumor|MDK|SORL1,True,True,0.7045789,0.8126864
nerve|tumor|MEGF10|ABCA1,True,True,0.844546,0.8773818
nerve|tumor|NCAM1|CACNA1C,True,True,0.8757023,0.86944664
nerve|tumor|NCAM1|FGFR1,True,True,0.8401421,0.8962066
nerve|tumor|NCAM1|NCAM2,True,True,0.89481074,0.91873175
nerve|tumor|NCAM1|PTPRA,True,True,0.88264143,0.9262504
nerve|tumor|NCAM1|PTPRZ1,True,True,0.9304,0.95771444
nerve|tumor|NCAM1|ROBO1,True,True,0.87016153,0.90572184
nerve|tumor|NCAM1|ROBO3,True,True,0.72701323,0.8302955
nerve|tumor|NCAN|CDH2,True,True,0.84229463,0.82133716
nerve|tumor|NCAN|SDC3,True,True,0.723009,0.74781895
nerve|tumor|NECTIN3|CADM1,True,True,0.87621754,0.86467314
nerve|tumor|NECTIN3|NECTIN2,True,True,0.68048954,0.7199998
nerve|tumor|NELL2|ROBO3,True,True,0.7130244,0.7346856
nerve|tumor|NLGN1|NRXN1,True,True,0.9233237,0.94615144
nerve|tumor|NLGN1|NRXN2,True,True,0.8265863,0.8927664
nerve|tumor|NLGN1|NRXN3,True,True,0.90545404,0.91648227
nerve|tumor|NLGN2|NRXN1,True,True,0.79177016,0.8393163
nerve|tumor|NLGN2|NRXN2,True,True,0.60081583,0.71223
nerve|tumor|NLGN2|NRXN3,True,True,0.7514931,0.7653804
nerve|tumor|NLGN3|NRXN1,True,True,0.8076366,0.83834344
nerve|tumor|NLGN3|NRXN2,True,True,0.62432873,0.71075284
nerve|tumor|NLGN3|NRXN3,True,True,0.7695352,0.7640857
nerve|tumor|NLGN4X|NRXN1,True,True,0.8997347,0.92128986
nerve|tumor|NRG1|ADGRL1,True,True,0.7660243,0.75886524
nerve|tumor|NRG1|EGFR,True,True,0.89748263,0.90199125
nerve|tumor|NRG1|GPC1,True,True,0.7321974,0.82002985
nerve|tumor|NRG1|LGR4,True,True,0.8133303,0.7569222
nerve|tumor|NRG1|NETO2,True,True,0.79242176,0.79266834
nerve|tumor|NRG2|LRRTM2,True,True,0.60000616,0.72689545
nerve|tumor|NRG2|NRP2,True,True,0.7620731,0.78086746
nerve|tumor|NRG3|EGFR,True,True,0.9270511,0.9402666
nerve|tumor|NRXN1|NLGN1,True,True,0.9371049,0.94234735
nerve|tumor|NRXN1|NLGN2,True,True,0.7581652,0.8412605
nerve|tumor|NRXN1|NLGN3,True,True,0.8048871,0.8519877
nerve|tumor|NRXN2|NLGN1,True,True,0.8890746,0.8765441
nerve|tumor|NRXN2|NLGN2,True,True,0.6277657,0.69715846
nerve|tumor|NRXN2|NLGN3,True,True,0.68935835,0.7143167
nerve|tumor|NRXN3|NLGN1,True,True,0.94059664,0.9413878
nerve|tumor|NRXN3|NLGN2,True,True,0.7691439,0.83890605
nerve|tumor|NRXN3|NLGN3,True,True,0.81426436,0.849764
nerve|tumor|NTN1|DCC,True,True,0.85370123,0.82620823
nerve|tumor|NTN1|DSCAM,True,True,0.8231411,0.84948206
nerve|tumor|NTN1|NEO1,True,True,0.8099509,0.8112586
nerve|tumor|NTN4|DCC,True,True,0.74697304,0.6840822
nerve|tumor|NTNG1|LRRC4C,True,True,0.8371592,0.82287717
nerve|tumor|NTNG2|LRRC4C,True,True,0.728996,0.79840565
nerve|tumor|NTRK3|PTPRD,True,True,0.8700744,0.8948133
nerve|tumor|NTRK3|PTPRF,True,True,0.7761428,0.8476727
nerve|tumor|NTRK3|PTPRS,True,True,0.8649608,0.8951198
nerve|tumor|NXPH1|NRXN1,True,True,0.8946469,0.9124775
nerve|tumor|NXPH1|NRXN2,True,True,0.7707141,0.83164865
nerve|tumor|NXPH1|NRXN3,True,True,0.87102747,0.86686563
nerve|tumor|OLFM2|ROBO2,True,True,0.84406054,0.84271
nerve|tumor|OMG|LINGO1,True,True,0.43110067,0.810046
nerve|tumor|PI16|TNFRSF21,True,True,0.6022587,0.7552081
nerve|tumor|PKM|CD44,True,True,0.804826,0.8888916
nerve|tumor|PLAT|LRP1,True,True,0.77979255,0.79208773
nerve|tumor|POSTN|PTK7,True,True,0.5527945,0.6083354
nerve|tumor|PROS1|TYRO3,True,True,0.59284925,0.6706564
nerve|tumor|PSAP|AR,True,True,0.77397466,0.85005534
nerve|tumor|PSAP|GPR37,True,True,0.69153833,0.8290007
nerve|tumor|PSAP|LRP1,True,True,0.8386073,0.921262
nerve|tumor|PSAP|SORT1,True,True,0.8168534,0.8983913
nerve|tumor|PSEN1|CD44,True,True,0.8503041,0.9067843
nerve|tumor|PSEN1|NCSTN,True,True,0.6675745,0.839361
nerve|tumor|PSEN1|NOTCH1,True,True,0.78217703,0.8654533
nerve|tumor|PSEN1|NOTCH2,True,True,0.80686826,0.85853255
nerve|tumor|PTDSS1|SCARB1,True,True,0.62068135,0.6173915
nerve|tumor|PTN|CDH10,True,True,0.8601205,0.85938334
nerve|tumor|PTN|PLXNB2,True,True,0.74718124,0.834694
nerve|tumor|PTN|PTPRS,True,True,0.8712923,0.9027725
nerve|tumor|PTN|PTPRZ1,True,True,0.92957073,0.9520736
nerve|tumor|PTN|SDC2,True,True,0.7744,0.84328467
nerve|tumor|PTN|SDC3,True,True,0.81700027,0.88273686
nerve|tumor|RGMB|BMPR1B,True,True,0.70355725,0.74149024
nerve|tumor|RGMB|NEO1,True,True,0.709446,0.7455517
nerve|tumor|RIMS1|CACNA1C,True,True,0.86271745,0.8018777
nerve|tumor|RIMS2|ABCA1,True,True,0.87994,0.90027964
nerve|tumor|RSPO2|LGR4,True,True,0.74226743,0.6424686
nerve|tumor|RSPO2|ZNRF3,True,True,0.72546005,0.6627097
nerve|tumor|RTN4|LINGO1,True,True,0.71521115,0.88563424
nerve|tumor|RTN4|TNFRSF19,True,True,0.8201298,0.8697888
nerve|tumor|SEMA3A|NRP1_PLXNA1,True,True,0.702502,0.47118032
nerve|tumor|SEMA3A|NRP1_PLXNA2,True,True,0.76536375,0.5556654
nerve|tumor|SEMA3A|NRP1_PLXNA3,True,True,0.6915343,0.5237994
nerve|tumor|SEMA3B|NRP1_PLXNA1,True,True,0.65275306,0.7496961
nerve|tumor|SEMA3B|NRP1_PLXNA2,True,True,0.7219665,0.80783236
nerve|tumor|SEMA3B|NRP1_PLXNA3,True,True,0.64088887,0.7871227
nerve|tumor|SEMA3B|NRP1_PLXNA4,True,True,0.72577244,0.8114885
nerve|tumor|SEMA3B|NRP2_PLXNA1,True,True,0.65275306,0.7496961
nerve|tumor|SEMA3B|NRP2_PLXNA2,True,True,0.7219665,0.80783236
nerve|tumor|SEMA3B|NRP2_PLXNA3,True,True,0.64088887,0.7871227
nerve|tumor|SEMA3B|NRP2_PLXNA4,True,True,0.7425477,0.823911
nerve|tumor|SEMA3C|NRP1_PLXNA1,True,True,0.6946045,0.76142645
nerve|tumor|SEMA3C|NRP1_PLXNA2,True,True,0.75856155,0.8175015
nerve|tumor|SEMA3C|NRP1_PLXNA3,True,True,0.6834768,0.7975727
nerve|tumor|SEMA3C|NRP1_PLXNA4,True,True,0.7620317,0.8210144
nerve|tumor|SEMA3C|NRP2_PLXNA1,True,True,0.6946045,0.76142645
nerve|tumor|SEMA3C|NRP2_PLXNA2,True,True,0.75856155,0.8175015
nerve|tumor|SEMA3C|NRP2_PLXNA3,True,True,0.6834768,0.7975727
nerve|tumor|SEMA3C|NRP2_PLXNA4,True,True,0.7772695,0.83293843
nerve|tumor|SEMA3E|NRP1,True,True,0.68606097,0.71763676
nerve|tumor|SEMA3E|NRP2,True,True,0.70427555,0.73421836
nerve|tumor|SEMA4B|DCBLD2,True,True,0.68736935,0.7940206
nerve|tumor|SEMA4C|PLXNB2,True,True,0.5147222,0.6902297
nerve|tumor|SEMA4D|PLXNB1,True,True,0.6781897,0.80759937
nerve|tumor|SEMA4D|PLXNB2,True,True,0.6778653,0.80865407
nerve|tumor|SEMA5A|PLXNA1,True,True,0.77297914,0.7928626
nerve|tumor|SEMA5A|PLXNA3,True,True,0.7637359,0.82533854
nerve|tumor|SEMA5B|PLXNA1,True,True,0.6910397,0.7545057
nerve|tumor|SEMA5B|PLXNA3,True,True,0.67984205,0.79141325
nerve|tumor|SEMA6A|PLXNA2,True,True,0.77426815,0.8098372
nerve|tumor|SEMA6A|PLXNA4,True,True,0.79840934,0.841981
nerve|tumor|SEMA6B|PLXNA2,True,True,0.7042258,0.60392046
nerve|tumor|SEMA6B|PLXNA4,True,True,0.7332773,0.6560897
nerve|tumor|SERPINE1|LRP1,True,True,0.7897727,0.85365295
nerve|tumor|SERPINE2|LRP1,True,True,0.80400544,0.85613734
nerve|tumor|SERPING1|LRP1,True,True,0.78403795,0.7217059
nerve|tumor|SHANK1|ADGRL1,True,True,0.70000094,0.58827966
nerve|tumor|SIRPA|CD47,True,True,0.6926973,0.76206136
nerve|tumor|SLC6A8|LIFR,True,True,0.70154905,0.8466184
nerve|tumor|SLIT1|GPC1,True,True,0.6737084,0.8613415
nerve|tumor|SLIT1|ROBO1,True,True,0.80075395,0.8686909
nerve|tumor|SLIT1|ROBO2,True,True,0.84684527,0.89243054
nerve|tumor|SLIT2|APP,True,True,0.86512774,0.86961913
nerve|tumor|SLIT2|DCC,True,True,0.86088103,0.77019095
nerve|tumor|SLIT2|GPC1,True,True,0.70621705,0.7889932
nerve|tumor|SLIT2|PLXNA1,True,True,0.7157355,0.6501723
nerve|tumor|SLIT2|ROBO1,True,True,0.82391334,0.7992837
nerve|tumor|SLIT2|ROBO2,True,True,0.86554676,0.8331616
nerve|tumor|SLIT3|ROBO1,True,True,0.8258839,0.76397
nerve|tumor|SLIT3|ROBO2,True,True,0.8671266,0.80233425
nerve|tumor|SLITRK5|PTPRD,True,True,0.75940657,0.733418
nerve|tumor|SPARC|FGFR1,True,True,0.78448987,0.8783725
nerve|tumor|SPP1|CD44,True,True,0.8465464,0.9331226
nerve|tumor|SPP1|ITGAV_ITGB1,True,True,0.8064043,0.9172672
nerve|tumor|SPTAN1|PTPRA,True,True,0.8543344,0.87765354
nerve|tumor|SPTBN2|PTPRA,True,True,0.7746721,0.752713
nerve|tumor|ST6GAL1|EGFR,True,True,0.86715746,0.8789672
nerve|tumor|TCTN1|TMEM67,True,True,0.6569162,0.61545444
nerve|tumor|TFPI|F3,True,True,0.5731666,0.6881184
nerve|tumor|TFPI|LRP1,True,True,0.69772834,0.7256459
nerve|tumor|TF|TFRC,True,True,0.77281356,0.88871056
nerve|tumor|TGFA|ERBB4,True,True,0.7092072,0.74779725
nerve|tumor|TGFB1|EGFR,True,True,0.7632255,0.8628944
nerve|tumor|TGFB1|ITGB8,True,True,0.71658665,0.8217585
nerve|tumor|TGS1|RXRA,True,True,0.512906,0.62357306
nerve|tumor|THBS2|CD47,True,True,0.60089743,0.8239163
nerve|tumor|THBS2|ITGA3_ITGB1,True,True,0.5622868,0.72137326
nerve|tumor|THBS2|ITGA6,True,True,0.48159394,0.7173247
nerve|tumor|THBS4|CD47,True,True,0.6685781,0.7771858
nerve|tumor|THBS4|ITGA3_ITGB1,True,True,0.6325108,0.65870196
nerve|tumor|TIMP1|CD63,True,True,0.81604433,0.9374295
nerve|tumor|TIMP2|CD44,True,True,0.78016394,0.89070904
nerve|tumor|TIMP2|ITGA3,True,True,0.6926682,0.7934662
nerve|tumor|TIMP2|ITGB1,True,True,0.7282315,0.86623967
nerve|tumor|TIMP3|CD44,True,True,0.7653613,0.7909638
nerve|tumor|TNC|CNTN1,True,True,0.8149184,0.7362485
nerve|tumor|TNC|EGFR,True,True,0.9042846,0.8585617
nerve|tumor|TNC|ITGA7,True,True,0.8238517,0.72386694
nerve|tumor|TNC|PTPRZ1,True,True,0.91971445,0.88298184
nerve|tumor|VCAN|CD44,True,True,0.8489658,0.90579486
nerve|tumor|VCAN|EGFR,True,True,0.9058242,0.94035125
nerve|tumor|VCAN|ITGB1,True,True,0.8093141,0.88426423
nerve|tumor|VEGFA|CD44,True,True,0.87838864,0.8656742
nerve|tumor|VEGFA|EGFR,True,True,0.9251471,0.9135429
nerve|tumor|VEGFA|EPHB2,True,True,0.8181613,0.77446014
nerve|tumor|VEGFA|GPC1,True,True,0.79423857,0.8395232
nerve|tumor|VEGFA|ITGAV,True,True,0.89267343,0.8631214
nerve|tumor|VEGFA|ITGB1,True,True,0.84505165,0.8366278
nerve|tumor|VEGFA|NRP1,True,True,0.8505734,0.7889044
nerve|tumor|VEGFA|NRP2,True,True,0.8611745,0.8024528
nerve|tumor|VEGFA|SIRPA,True,True,0.78238475,0.7540946
nerve|tumor|VEGFA|TYRO3,True,True,0.75659657,0.74912393
nerve|tumor|VIM|CD44,True,True,0.82567364,0.91626364
nerve|tumor|YBX1|NOTCH1,True,True,0.6536485,0.8516519
tumor|immune|ADAM10|AXL,True,True,0.78665465,0.7991157
tumor|immune|ADAM10|CD44,True,True,0.84260714,0.8709655
tumor|immune|ADAM10|GPNMB,True,True,0.79598486,0.82753885
tumor|immune|ADAM10|IL6R,True,True,0.7815609,0.7665868
tumor|immune|ADAM10|NOTCH2,True,True,0.7655737,0.7339315
tumor|immune|ADAM10|TREM2,True,True,0.66776717,0.8646206
tumor|immune|ADAM10|TSPAN14,True,True,0.7825897,0.76548964
tumor|immune|ADAM12|ITGB1,True,True,0.76905394,0.7855287
tumor|immune|ADAM15|ITGA5,True,True,0.5450752,0.6390135
tumor|immune|ADAM15|ITGAV,True,True,0.6749359,0.6895497
tumor|immune|ADAM15|ITGB1,True,True,0.61363083,0.7357652
tumor|immune|ADAM17|IL6R,True,True,0.7601289,0.7684599
tumor|immune|ADAM17|ITGA5,True,True,0.7162074,0.7649491
tumor|immune|ADAM17|ITGB1,True,True,0.76986235,0.83657956
tumor|immune|ADAM17|RHBDF2,True,True,0.78385496,0.8082228
tumor|immune|ADAM23|ITGA4,True,True,0.8172559,0.79328513
tumor|immune|ADAM23|ITGA5,True,True,0.7389249,0.7531078
tumor|immune|ADAM9|ITGA6,True,True,0.6628083,0.67784375
tumor|immune|ADAM9|ITGAV,True,True,0.8210317,0.8165508
tumor|immune|ADAM9|ITGB1,True,True,0.778226,0.848027
tumor|immune|ADAM9|ITGB5,True,True,0.7334877,0.7063923
tumor|immune|AGRN|ITGB1,True,True,0.62145114,0.7606151
tumor|immune|AGRN|LRP1,True,True,0.6284041,0.7242175
tumor|immune|ALCAM|CD6,True,True,0.81509805,0.832093
tumor|immune|ALCAM|NRP1,True,True,0.836097,0.78575414
tumor|immune|ANGPTL2|ITGA5_ITGB1,True,True,0.5970452,0.67765605
tumor|immune|ANGPTL2|LILRB3,True,True,0.5310105,0.7025453
tumor|immune|ANGPTL2|TLR4,True,True,0.52294576,0.6693795
