source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_compartment,target_compartment,compartment_pair,direction,nerve_cluster,immune_subtype,nerve_dominant_sample_fraction,nerve_n_contributing_samples,nerve_normalised_entropy,nerve_batch_qc_pass,immune_dominant_sample_fraction,immune_n_contributing_samples,immune_normalised_entropy,immune_batch_qc_pass,batch_qc_pass
immune_dendritic,nerve_c4,ARF1,INSR,1.1185544,0.0,1.139717,1.2638522453403056,1.0295783564580792,0.015013097,0.90791464,0.1071427372484969,0.1053840716375641,immune,nerve,immune-nerve,immune_to_nerve,nerve_c4,dendritic,0.1409,18.0,0.5987,True,0.0815,25.0,0.7859,True,True
immune_dendritic,nerve_c6,HSPA8,LRP2,1.1178995,0.0,1.1497569,1.4622290315144395,0.8387061083501673,0.009009413,0.9082806,0.4069164897766191,0.1055965549191102,immune,nerve,immune-nerve,immune_to_nerve,nerve_c6,dendritic,0.2107,18.0,0.6248,True,0.0815,25.0,0.7859,True,True
immune_microglia,nerve_c17,CALM1,GRM3,1.1177502,0.0,1.2406106,1.5089349744291731,0.3801365160264295,0.008479125,0.91139966,0.5759312315696329,0.1058092329228181,immune,nerve,immune-nerve,immune_to_nerve,nerve_c17,microglia,0.6072,12.0,0.3472,False,0.0187,44.0,0.9088,True,False
immune_tam,nerve_c12,ANGPTL4,SDC4,0.14220387,0.0,0.012998759,0.1042313446227389,0.1330905460500008,0.025419815,0.51289546,0.6363255148498622,0.1059609961569886,immune,nerve,immune-nerve,immune_to_nerve,nerve_c12,tam,0.8072,7.0,0.2013,False,0.1165,25.0,0.7417,True,False
immune_microglia,nerve_c10,NAMPT,INSR,1.1171014,0.0,1.2465044,0.9670876319669824,1.3237633022059194,0.014265019,0.9115908,0.1289069981168293,0.1059866043451007,immune,nerve,immune-nerve,immune_to_nerve,nerve_c10,microglia,0.2572,14.0,0.5531,True,0.0187,44.0,0.9088,True,True
immune_microglia,nerve_c21,APOE,LRP4,2.0286186,0.0,0.6899354,0.4276252844891773,1.663990566238307,0.008842199,0.88467497,0.4587396074148163,0.1061340379320679,immune,nerve,immune-nerve,immune_to_nerve,nerve_c21,microglia,0.8488,6.0,0.1222,False,0.0187,44.0,0.9088,True,False
immune_microglia,nerve_c22,CD14,ITGB1,1.1161937,0.0,0.81982607,0.2795985266917346,1.357682125383948,0.013232275,0.8931866,0.1803461121716743,0.1062706850631194,immune,nerve,immune-nerve,immune_to_nerve,nerve_c22,microglia,0.2879,24.0,0.4767,True,0.0187,44.0,0.9088,True,True
immune_tam,nerve_neuron,CALM3,CACNA1C,1.1160865,0.0,1.1466595,1.7531513757637007,1.5104167887074356,0.09535572,0.9081682,0.00115025118741,0.1064128551121299,immune,nerve,immune-nerve,immune_to_nerve,nerve_neuron,tam,0.4,10.0,0.5084,True,0.1165,25.0,0.7417,True,True
immune_dendritic,nerve_c4,LRPAP1,SORT1,1.1264353,0.0,0.766062,1.187797623073903,1.0285377443984327,0.010399084,0.88990766,0.2307198814966186,0.1064839792787837,immune,nerve,immune-nerve,immune_to_nerve,nerve_c4,dendritic,0.1409,18.0,0.5987,True,0.0815,25.0,0.7859,True,True
immune_nk_cell,nerve_c3,PSAP,SORT1,1.1158867,0.0,1.0856786,0.6240237680259073,-0.0059852881864824,0.0047421153,0.9058638,1.0,0.1065195427380119,immune,nerve,immune-nerve,immune_to_nerve,nerve_c3,nk_cell,0.3912,13.0,0.4608,True,0.0794,26.0,0.7523,True,True
immune_microglia,nerve_c4,ARPC5,LRP2,1.1157707,0.0,1.2095124,2.3918008987116544,1.3787569505054569,0.014200034,0.91036934,0.0643655210554578,0.1066262789800865,immune,nerve,immune-nerve,immune_to_nerve,nerve_c4,microglia,0.1409,18.0,0.5987,True,0.0187,44.0,0.9088,True,True
