source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,direction,nerve_cluster,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
malignant,nerve_c0,IL1RAPL1,PTPRD,0.8558475,0.0,0.5858117,0.1471257519495718,-1.4295624472088262,0.033947397,0.8608437,1.0,0.2277650079213646,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,GRN,SORT1,0.87992644,0.0,0.42175582,0.6876218727589412,0.801783089915171,0.05644491,0.83997333,0.2380947917709082,0.2435387214730195,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTRK3,PTPRD,0.83242315,0.0,0.527775,0.2496765586014155,0.2945884355847029,0.033947397,0.85447645,0.675189959614039,0.256068613495317,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,VEGFA,TYRO3,0.83127856,0.0,0.6752664,0.636386013682739,1.483029376429524,0.070244744,0.86913925,0.0621940749029217,0.2568860392640405,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NCAM1,PTPRA,0.8215001,1.0,0.58948356,-0.1831267688983958,-0.6298260389653692,0.03215892,0.86121756,1.0,0.2709483271211255,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LAMA2,RPSA,0.89358866,0.0,0.39878967,0.0476726682338576,-0.0525423262856035,0.093753025,0.8361742,0.8381074592430525,0.2743023394441317,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APP,LRP6,0.7982495,1.0,0.45599717,-0.0299907835745491,-0.4311983453647576,0.034621496,0.8451503,1.0,0.3030570057974792,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,PTN,PTPRZ1,1.2286925,1.0,0.37189516,-0.6847797717317889,-0.9482064169913872,0.009590296,0.83133554,1.0,0.3192123901136406,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,FGF12,FGFR2,0.77332604,0.0,0.38631865,0.7504098190375627,0.35793968452177,0.04748734,0.8339864,0.4860621561137768,0.334337409042982,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,VEGFA,ITGB1,0.7693286,0.0,0.55671775,0.1955155814364982,1.142676208174069,0.04716795,0.8577645,0.5528512782199394,0.3393650910042638,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,COL9A2,MAG,1.3644543,0.0,0.27114522,1.7458737317698074,1.4131873571377247,0.08930485,0.80801195,0.0196684719973873,0.3400958235957306,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,AGRN,DAG1,0.13589358,1.0,0.018301293,-0.1030006958723603,-0.1154415847423901,0.04020186,0.52231073,1.0,0.3458430374841443,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,HSPA8,LRP2,0.7558228,0.0,0.43045092,0.3596430034399194,0.5892129600324294,0.025888462,0.84134007,0.2380947917709082,0.357196786405852,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NRXN1,NLGN1,0.7538678,1.0,0.45944205,-0.2755235529127912,-0.5983092341124499,0.013654317,0.84564215,1.0,0.3596564361047077,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NLGN1,NRXN3,0.77637184,1.0,0.34193408,-0.125074331026301,-0.710865590689073,0.013612407,0.82536465,1.0,0.3702730088677177,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APOE,LRP2,0.7404546,0.0,0.41875368,0.3556891970974525,0.7459297569687828,0.025888462,0.8394926,0.2380947917709082,0.3861831400705191,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APOE,LRP6,0.73645514,0.0,0.40995204,0.0272635707137891,0.429808699778367,0.034621496,0.83805627,1.0,0.393202892757631,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,MDK,PTPRZ1,0.45814484,1.0,0.1222068,-0.6915958555971315,-1.2423729010704727,0.009590296,0.73859406,1.0,0.3932923423877023,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CALM3,PDE1C,0.7290021,0.0,0.5053935,0.3918531224419589,0.4860185172696368,0.039764415,0.8517616,0.2436642090295966,0.4076351594899524,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APOE,LRP4,0.72177476,0.01,0.37764516,0.0082837031848745,0.3192071526557812,0.04409779,0.8324085,0.703418241629953,0.4225163314009955,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,MDK,NCL,0.71836865,0.78,0.5147646,-0.0097825099882184,0.5635046458158671,0.055905133,0.85291773,1.0,0.4275218777484532,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NCAM1,ROBO1,0.7141549,1.0,0.35038352,-0.1511429502157606,-0.6824316631456512,0.019606387,0.8271169,1.0,0.4340625562631762,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NECTIN3,CADM1,0.42791617,1.0,0.1146459,-0.1359999637325933,-0.4349710801017127,0.027505038,0.7323818,1.0,0.4421840918367077,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
