cluster,gene_set_library,Term,Adjusted P-value,Overlap,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
7,GO_Molecular_Function_2024,GOMF_PROTON_CHANNEL_ACTIVITY,0.0,13/27,0.17,15,0.5776,True
7,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.0,45/87,0.17,15,0.5776,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,0.0,10/25,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.0,11/32,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.0,5/25,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,0.0,5/18,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.0,25/73,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,0.0,24/55,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,0.0007094736322582,16/72,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_DETECTION_OF_OTHER_ORGANISM,0.0012415788564518,6/19,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS,0.0027590641254486,8/26,0.3452,18,0.5887,True
13,GO_Biological_Process_2024,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.0041385961881729,11/38,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_PEPTIDE_ANTIGEN_BINDING,0.0,13/49,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_ANTIGEN_BINDING,0.0,20/172,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_C_C_CHEMOKINE_BINDING,0.0,8/24,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,0.0250182748538011,11/27,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_MHC_PROTEIN_COMPLEX_BINDING,0.0312728435672514,14/37,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY,0.0670534844054581,7/26,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_IMMUNOGLOBULIN_BINDING,0.0685829156223893,7/26,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_CHEMOKINE_ACTIVITY,0.1063088856400259,16/48,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY,0.1119905884502924,13/34,0.3452,18,0.5887,True
13,GO_Molecular_Function_2024,GOMF_OLFACTORY_RECEPTOR_ACTIVITY,0.1764802631578947,41/429,0.3452,18,0.5887,True
3,GO_Biological_Process_2024,GOBP_CYTOPLASMIC_TRANSLATION,0.0,101/163,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0,98/292,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.0,115/269,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.0,13/161,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_PROTEIN_FOLDING,0.0,98/227,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.0,169/476,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0,96/232,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_ATP_METABOLIC_PROCESS,0.0,96/222,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,0.0,46/76,0.1893,16,0.5434,True
3,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.0,60/101,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.0,126/169,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,71/288,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_GTPASE_ACTIVATOR_ACTIVITY,0.0,85/273,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_RRNA_BINDING,0.0,42/67,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,0.0,170/429,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_PROTEIN_FOLDING_CHAPERONE,0.0,40/72,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.0,45/87,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_ANTIOXIDANT_ACTIVITY,0.0,23/85,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,0.0,153/363,0.1893,16,0.5434,True
3,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.0,35/41,0.1893,16,0.5434,True
4,GO_Biological_Process_2024,GOBP_OXIDATIVE_PHOSPHORYLATION,0.0,94/147,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,0.0,10/94,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,0.0,60/162,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.0,40/60,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0,41/51,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.0,59/101,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.0,14/161,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.0,71/124,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_ELECTRON_TRANSPORT_CHAIN,0.0,73/132,0.1779,16,0.5438,True
4,GO_Biological_Process_2024,GOBP_CELLULAR_RESPIRATION,0.0,110/241,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.0,121/169,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,68/166,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE,0.0,21/40,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_RRNA_BINDING,0.0,34/67,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_PROTEIN_FOLDING_CHAPERONE,0.0,37/72,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN,0.0,14/97,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_ANTIOXIDANT_ACTIVITY,0.0,20/85,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.0,41/58,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_UNFOLDED_PROTEIN_BINDING,0.0,65/122,0.1779,16,0.5438,True
4,GO_Molecular_Function_2024,GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,81/186,0.1779,16,0.5438,True
11,GO_Biological_Process_2024,GOBP_CYTOPLASMIC_TRANSLATION,0.0,110/163,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.0,32/77,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_NEUROTRANSMITTER_SECRETION,0.0,59/148,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_PROTEIN_FOLDING,0.0,102/227,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,0.0,48/76,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0,38/51,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC,0.0,40/115,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_ELECTRON_TRANSPORT_CHAIN,0.0,75/132,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_CELLULAR_RESPIRATION,0.0,113/241,0.351,8,0.3683,True
11,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.0,13/161,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.0,111/169,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.0,22/43,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY,0.0,96/336,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,53/144,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.0,36/41,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.0,40/58,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_GATED_CHANNEL_ACTIVITY,0.0,91/321,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_VOLTAGE_GATED_CHANNEL_ACTIVITY,0.0,61/174,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,136/451,0.351,8,0.3683,True
11,GO_Molecular_Function_2024,GOMF_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY,0.0,22/73,0.351,8,0.3683,True
14,GO_Biological_Process_2024,GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.0,62/148,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_CELLULAR_RESPIRATION,0.0,115/241,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0,39/51,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_PROTEIN_FOLDING,0.0,96/227,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,0.0,64/204,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.0,59/76,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_RIBOSOME_BIOGENESIS,0.0,194/319,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_ATP_BIOSYNTHETIC_PROCESS,0.0,68/99,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_AEROBIC_RESPIRATION,0.0,105/196,0.4125,7,0.3189,True
14,GO_Biological_Process_2024,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.0,69/101,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.0,34/97,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_EYE_LENS,0.0,4/23,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.0,39/58,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_UNFOLDED_PROTEIN_BINDING,0.0,61/122,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,136/451,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_GLUTAMATE_RECEPTOR_ACTIVITY,0.0,18/26,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_LIGAND_GATED_CHANNEL_ACTIVITY,0.0,56/187,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY,0.0,96/336,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.0,35/41,0.4125,7,0.3189,True
14,GO_Molecular_Function_2024,GOMF_ELECTRON_TRANSFER_ACTIVITY,0.0,63/117,0.4125,7,0.3189,True
8,GO_Biological_Process_2024,GOBP_OXIDATIVE_PHOSPHORYLATION,0.0,100/147,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,0.0,45/76,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,0.0,10/110,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_ATP_METABOLIC_PROCESS,0.0,111/222,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.0,80/124,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0,42/51,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_ATP_BIOSYNTHETIC_PROCESS,0.0,74/99,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_CELLULAR_RESPIRATION,0.0,121/241,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.0,10/161,0.9931,1,0.0113,False
8,GO_Biological_Process_2024,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.0,63/76,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.0,110/169,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY,0.0,14/73,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.0,12/55,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_UNFOLDED_PROTEIN_BINDING,0.0,57/122,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.0,38/58,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.0,16/97,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.0,42/87,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.0,14/70,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,70/166,0.9931,1,0.0113,False
8,GO_Molecular_Function_2024,GOMF_ELECTRON_TRANSFER_ACTIVITY,0.0,62/117,0.9931,1,0.0113,False
19,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.0,13/24,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_OXYGEN_TRANSPORT,0.0509797674048112,6/15,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0511125272157612,22/51,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER,0.0542655727258244,10/21,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_KILLING_BY_HOST_OF_SYMBIONT_CELLS,0.0726859964951409,2/29,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_GLUCOSE_CATABOLIC_PROCESS,0.0892809728638946,9/27,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA,0.0950180932656637,3/27,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,0.0973295364027401,9/24,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE,0.1356362735206131,9/20,0.2264,7,0.3744,True
19,GO_Biological_Process_2024,GOBP_RESPONSE_TO_COPPER_ION,0.1479608093038075,14/37,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_NEUROPEPTIDE_ACTIVITY,0.0,8/30,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_PROTON_CHANNEL_ACTIVITY,0.0,10/27,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM,0.0,10/18,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,0.0008887065901011,9/17,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_GABA_RECEPTOR_ACTIVITY,0.011375444353295,6/22,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,0.0116801437556154,10/27,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.011849421201349,19/41,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY,0.0225139002825631,8/29,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_CHEMOKINE_ACTIVITY,0.0253281378178835,11/48,0.2264,7,0.3744,True
19,GO_Molecular_Function_2024,GOMF_MHC_PROTEIN_COMPLEX_BINDING,0.0398140552365326,10/37,0.2264,7,0.3744,True
18,GO_Biological_Process_2024,GOBP_OXIDATIVE_PHOSPHORYLATION,0.0,74/147,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.0,64/101,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_AEROBIC_RESPIRATION,0.0,92/196,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_ATP_BIOSYNTHETIC_PROCESS,0.0,51/99,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.0,68/124,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_CELLULAR_RESPIRATION,0.0,99/241,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.0,47/76,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.0,29/98,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_DETOXIFICATION,0.0,47/163,0.5575,4,0.2111,False
18,GO_Biological_Process_2024,GOBP_ELECTRON_TRANSPORT_CHAIN,0.0,57/132,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_ANTIOXIDANT_ACTIVITY,0.0,29/85,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,0.0,19/59,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_ELECTRON_TRANSFER_ACTIVITY,0.0,57/117,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,40/68,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0,66/186,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.0,33/58,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.0,28/41,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_OXYGEN_BINDING,0.0003773381964115,5/34,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.000424505470963,36/87,0.5575,4,0.2111,False
18,GO_Molecular_Function_2024,GOMF_FATTY_ACID_BINDING,0.0006792087535408,13/48,0.5575,4,0.2111,False
21,GO_Biological_Process_2024,GOBP_DETECTION_OF_LIGHT_STIMULUS,0.0,17/67,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,0.0,7/110,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_PHOTOTRANSDUCTION,0.0,12/47,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_SENSORY_PERCEPTION_OF_TASTE,0.0010464718251316,2/68,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.0013080897814145,12/24,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE,0.0015503286298246,1/48,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT,0.0017441197085527,10/36,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_DETECTION_OF_VISIBLE_LIGHT,0.0017441197085527,13/51,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA,0.0017441197085527,2/27,1.0,1,-0.0,False
21,GO_Biological_Process_2024,GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT,0.0019185316794079,15/51,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN,0.1518222989001509,10/97,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_NEUROPEPTIDE_BINDING,0.1817748691698143,2/33,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_CGMP_BINDING,0.200848249586658,4/16,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.2208803584693168,23/68,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,0.2248141569758947,7/37,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_MICROTUBULE_PLUS_END_BINDING,0.225054599924532,15/21,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,0.2287877698703664,7/17,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_GLUTATHIONE_PEROXIDASE_ACTIVITY,0.2555675364819207,6/23,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING,0.2673725588847004,13/29,1.0,1,-0.0,False
21,GO_Molecular_Function_2024,GOMF_ICOSANOID_RECEPTOR_ACTIVITY,0.2751779167565236,1/15,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.0,15/24,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_CYTOPLASMIC_TRANSLATION,0.0078656323134788,115/163,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.0122900504898107,76/101,1.0,1,-0.0,False
