source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,direction,nerve_cluster,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
malignant,nerve_c0,CALM1,GRM3,1.5749503,0.0,2.473368,1.7736671405105957,1.3467470932746752,0.119465746,0.926092,0.0239138223572764,0.0040497482150363,malignant_to_nerve,nerve_c0,0.1812,15,0.5697,True
nerve_c0,malignant,EDIL3,ITGAV,1.7557032,0.0,1.7258217,1.665718763277033,1.765524748961836,0.07746844,0.91279215,0.0058513104552862,0.0040831810293471,nerve_to_malignant,nerve_c0,0.1812,15,0.5697,True
nerve_c5,malignant,CNTN2,NRCAM,1.5707695,0.0,2.3727286,1.6212510620042575,1.8726563383207069,0.082204185,0.92465776,0.0032843179614764,0.0041167492407058,nerve_to_malignant,nerve_c5,0.5076,15,0.4523,False
malignant,nerve_c22,PTN,CDH10,1.5697473,0.0,1.810236,0.5179140659032294,1.6247704806734362,0.52833754,0.9146742,0.011898604583856,0.0041842917542358,malignant_to_nerve,nerve_c22,1.0,1,-0.0,False
nerve_c22,malignant,SPP1,CD44,1.81014,0.0,1.7211465,0.7455695836858592,1.186536117237544,0.060123745,0.91268414,0.1623963627064849,0.0042523755549633,nerve_to_malignant,nerve_c22,1.0,1,-0.0,False
malignant,nerve_c2,PTN,NCL,1.5666177,0.006,1.7953494,-0.0015303809212345,0.8738879250808131,0.06407874,0.9143514,0.574325693556065,0.0042866203753191,malignant_to_nerve,nerve_c2,0.4082,17,0.533,True
malignant,nerve_neuron,CALM1,CACNA1C,1.5628214,0.0,2.437207,1.1104226822511778,1.1575250594729618,0.59776247,0.9255864,0.0034495126624352,0.004424951871422,malignant_to_nerve,nerve_neuron,0.5032,7,0.4667,False
nerve_c2,malignant,GSTP1,EGFR,1.5622978,0.0,2.43771,0.3118539053334886,2.0333297081912702,0.07786457,0.9255935,0.0480479495836472,0.0044598726737035,nerve_to_malignant,nerve_c2,0.4082,17,0.533,True
malignant,nerve_c0,PTN,PTPRS,1.5515538,0.0,1.7236944,0.1656389103546919,1.0177305178692595,0.062468503,0.9127431,0.2196585819099225,0.0046009060968882,malignant_to_nerve,nerve_c0,0.1812,15,0.5697,True
nerve_c2,malignant,CNTN2,NRCAM,1.550304,0.0,2.321024,1.583210051866914,1.9237672931708472,0.08041286,0.9238867,0.0023764685217799,0.0046365022511876,nerve_to_malignant,nerve_c2,0.4082,17,0.533,True
malignant,nerve_c12,MDK,PTPRZ1,1.5497642,0.098,1.8009529,0.0286321944373901,0.4292782625122979,0.19534229,0.91447335,0.7529680582829816,0.0046722334012099,malignant_to_nerve,nerve_c12,0.4368,7,0.335,True
